title,tmdb_id,tmdb_title,year,genre_ids,original_language,popularity,vote_count,vote_average,budget,revenue,runtime,production_company_id,minhas_notas
Do the Right Thing,925,Do the Right Thing,1989,[18],en,4.202,1802,7.749,6500000,37300000,120,33.0,5.0
The Up Rank,995923,The Up Rank,2022,"[80, 28, 18]",th,0.218,5,5.6,0,0,108,15484.0,2.0
Querelle,42135,Querelle,1982,"[18, 14]",en,3.55,176,6.577,0,0,108,9.0,3.0
Memories of Murder,11423,Memories of Murder,2003,"[80, 18, 53]",ko,7.582,3928,8.1,2800000,26000000,131,7036.0,5.0
Saloum,858096,Saloum,2021,"[27, 53]",fr,1.255,34,6.7,0,2492,84,161176.0,4.0
Surf's Up,9408,Surf's Up,2007,"[16, 35, 10751]",en,5.14,2541,6.5,85000000,149000000,85,5.0,3.0
Sleep,964592,Sleep,2023,"[27, 9648, 53]",ko,3.978,169,6.7,0,11033636,95,62312.0,4.0
Challengers,937287,Challengers,2024,"[10749, 18]",en,9.826,2071,6.957,55000000,94182533,132,84041.0,3.0
Torment,17961,Torment,1994,"[18, 80, 53]",fr,3.793,249,6.829,10000000,39003,102,6274.0,1.0
Starship Troopers,563,Starship Troopers,1997,"[12, 28, 53, 878]",en,7.126,5011,7.076,105000000,121214377,129,559.0,3.5
Unforgiven,33,Unforgiven,1992,[37],en,7.835,4506,7.9,14400000,159157447,130,174.0,4.0
Heat,949,Heat,1995,"[80, 18, 28]",en,8.349,7469,7.918,60000000,187400000,170,174.0,4.0
Le Corbeau,29084,Le Corbeau,1947,"[9648, 18, 53]",fr,3.561,287,7.5,0,0,92,13705.0,4.0
Cure,36095,Cure,1997,"[80, 53, 27, 9648]",ja,3.835,574,7.532,20000,99000,112,880.0,5.0
Rope,1580,Rope,1948,"[53, 80, 18]",en,3.929,2766,7.942,1500000,2200000,81,1554.0,4.0
The Discreet Charm of the Bourgeoisie,4593,The Discreet Charm of the Bourgeoisie,1972,[35],fr,3.952,821,7.47,800000,103230,101,1657.0,4.0
Final Destination 2,9358,Final Destination 2,2003,"[27, 9648]",en,7.451,4146,6.2,26000000,90941129,90,12.0,1.0
The Room,17473,The Room,2003,"[18, 10749]",en,3.587,1404,4.004,6000000,1752988,99,3330.0,0.5
Nope,762504,Nope,2022,"[27, 9648, 878, 53]",en,6.89,4275,6.848,68000000,170823080,130,88934.0,5.0
Uncut Gems,473033,Uncut Gems,2019,"[18, 53, 80]",en,6.214,4843,7.156,19000000,50023780,136,41077.0,4.0
Friday the 13th,4488,Friday the 13th,1980,[27],en,8.588,3007,6.4,550000,59754601,95,17611.0,2.0
Final Destination 3,9286,Final Destination 3,2006,"[27, 9648]",en,7.17,3938,6.101,25000000,118890272,92,12.0,3.0
Monterey Pop,42632,Monterey Pop,1968,"[10402, 99]",en,3.113,88,7.3,0,0,80,138344.0,3.0
A Bittersweet Life,11344,A Bittersweet Life,2005,"[28, 18, 80]",ko,3.889,888,7.5,0,0,119,3616.0,4.0
Rye Lane,1049638,Rye Lane,2023,"[35, 10749]",en,3.656,201,7.1,0,1600000,82,127929.0,5.0
Autumn Sonata,12761,Autumn Sonata,1978,[18],sv,3.817,623,7.984,0,0,93,26239.0,4.5
The Merciless,451997,The Merciless,2017,"[28, 80, 9648]",ko,3.606,125,7.1,0,0,120,7036.0,4.5
The Pool,550201,The Pool,2018,"[53, 27]",th,3.552,338,5.976,201822,0,91,86978.0,1.0
Suspiria,11906,Suspiria,1977,[27],it,4.73,2960,7.499,0,2900000,99,3570.0,4.5
Alien,348,Alien,1979,"[27, 878]",en,12.706,15089,8.2,11000000,104931801,117,25.0,3.0
The Truman Show,37165,The Truman Show,1998,"[35, 18]",en,12.397,18666,8.1,60000000,264100000,103,4.0,3.0
Aliens,679,Aliens,1986,"[28, 53, 878]",en,11.418,9976,7.951,18500000,183316455,137,396.0,3.0
Lake Mungo,27374,Lake Mungo,2008,"[27, 53]",en,3.662,564,6.2,2000000,0,87,5583.0,3.0
Alien³,8077,Alien³,1992,"[878, 28, 27]",en,5.081,5821,6.37,50000000,159773545,114,25.0,0.5
At Midnight I'll Take Your Soul,30913,At Midnight I'll Take Your Soul,1964,"[27, 53]",pt,3.545,107,6.7,0,0,83,19868.0,4.0
Alien Resurrection,8078,Alien Resurrection,1997,"[878, 27, 28]",en,6.313,5069,6.158,70000000,162000000,109,25.0,0.5
Coming Out,975960,Coming Out,2000,[18],fr,0.001,0,0.0,0,0,3,10767.0,3.0
Pulgasari,26974,Pulgasari,1985,"[27, 18, 14]",ko,1.775,50,5.6,0,0,95,45494.0,3.5
They Live,8337,They Live,1988,"[878, 28]",en,4.336,3109,7.3,4000000,13000000,93,17823.0,4.5
Aliens vs Predator: Requiem,440,Aliens vs Predator: Requiem,2007,"[28, 878, 53, 27]",en,8.848,2992,5.176,40000000,130290885,94,444.0,0.5
Hellraiser,9003,Hellraiser,1987,"[27, 53, 14]",en,4.753,2607,6.9,1000000,14575193,94,1950.0,3.0
Prometheus,70981,Prometheus,2012,"[878, 12, 9648]",en,6.604,12437,6.6,130000000,403354469,124,444.0,1.0
Deep Red,20126,Deep Red,1975,"[27, 9648, 53]",it,3.85,1480,7.8,0,2900000,127,3570.0,4.5
Ilo Ilo,188598,Ilo Ilo,2013,"[18, 10751]",zh,3.564,109,7.014,0,54071,100,57493.0,3.0
Bulbbul,714338,Bulbbul,2020,"[27, 14, 53]",hi,3.59,136,6.5,0,0,94,80879.0,1.0
Inferno,16395,Inferno,1980,"[27, 53]",it,3.561,615,6.6,3000000,0,107,11757.0,4.5
The Beyond,19204,The Beyond,1981,[27],it,3.627,589,6.9,400000,123843,88,13682.0,4.0
The Stuff,18502,The Stuff,1985,"[27, 878, 35]",en,3.746,479,6.0,1700000,0,87,17069.0,2.0
Concrete Utopia,729854,Concrete Utopia,2023,"[53, 878, 12, 28]",ko,4.367,246,6.978,0,28900000,130,127541.0,4.5
Guilty of Romance,80662,Guilty of Romance,2011,"[53, 27, 9648]",ja,3.747,215,6.918,0,246091,145,955.0,3.0
The Love Witch,374052,The Love Witch,2016,"[27, 35, 10749]",en,4.069,557,6.4,0,228894,121,36239.0,4.0
Alien: Covenant,126889,Alien: Covenant,2017,"[878, 27, 53]",en,10.82,8791,6.154,97000000,240891763,122,25.0,1.0
Alien: Romulus,945961,Alien: Romulus,2024,"[27, 878]",en,36.268,3413,7.2,80000000,350865342,119,127928.0,3.0
The Quiet Family,74336,The Quiet Family,1998,"[27, 35, 53, 80]",ko,3.566,181,7.1,0,0,98,21415.0,3.0
Little Monsters,503125,Little Monsters,2019,"[27, 35]",en,3.593,685,6.5,0,0,94,7584.0,2.0
Piranha,24831,Piranha,1978,"[27, 878]",en,3.668,679,5.9,660000,16000000,94,1950.0,3.0
Dawn of the Dead,923,Dawn of the Dead,2004,[27],en,5.654,2117,7.5,650000,55000000,127,83715.0,2.0
Whispering Corridors,40254,Whispering Corridors,1998,"[27, 18, 9648]",ko,3.544,110,6.1,600000,0,105,7036.0,3.0
Memento Mori,54111,Memento Mori,1999,"[27, 10749, 18]",ko,3.788,113,6.2,0,0,98,4580.0,3.5
Fireworks,5910,Fireworks,1997,"[80, 18]",ja,3.825,701,7.7,0,0,103,528.0,2.0
Eyes Without a Face,31417,Eyes Without a Face,1960,"[18, 27, 53]",fr,3.672,744,7.572,0,58656,84,1679.0,3.5
The Wicker Man,16307,The Wicker Man,1973,[27],en,3.973,1447,7.3,810000,513000,93,632.0,4.5
Stage Fright,20465,Stage Fright,1987,[27],it,3.587,213,6.5,1000000,0,90,12740.0,3.5
Rats: Night of Terror,83223,Rats: Night of Terror,1984,"[27, 878]",it,3.537,122,4.9,0,0,97,4835.0,2.0
New Nightmare,11596,New Nightmare,1994,"[27, 9648, 14]",en,3.871,1429,6.434,8000000,18090181,112,12.0,4.5
The Phantom Carriage,58129,The Phantom Carriage,1921,"[18, 14, 27]",sv,3.592,323,7.811,0,0,106,6181.0,4.0
Paprika,4977,Paprika,2006,"[16, 878, 53]",ja,6.022,2519,7.8,0,946590,90,3464.0,4.5
Nausicaä of the Valley of the Wind,81,Nausicaä of the Valley of the Wind,1984,"[12, 16, 14]",ja,6.389,3665,8.0,1000000,9016411,117,29.0,3.0
Seven Samurai,346,Seven Samurai,1954,"[28, 18]",ja,6.391,3816,8.5,2000000,105000000,207,882.0,4.5
Spider-Man,557,Spider-Man,2002,"[28, 878]",en,16.84,19400,7.304,139000000,821708551,121,19551.0,2.0
Le Samouraï,5511,Le Samouraï,1967,"[80, 53, 18]",fr,4.362,1123,7.768,0,215245,105,11788.0,4.0
Johanna d‘Arc of Mongolia,120268,Johanna d‘Arc of Mongolia,1989,"[18, 12]",de,0.222,6,6.1,0,0,165,4606.0,3.5
Rashomon,548,Rashomon,1950,"[80, 18, 9648]",ja,4.945,2273,8.069,250000,117668,88,880.0,4.5
Z,2721,Z,1969,"[53, 80, 18]",fr,3.559,549,7.8,0,83305,127,72.0,4.5
Battleship Potemkin,643,Battleship Potemkin,1925,"[18, 36, 10752]",ru,3.784,1185,7.617,0,45100,75,344.0,4.0
Touki Bouki,77771,Touki Bouki,1973,"[18, 10749]",wo,3.36,95,6.7,0,0,91,72471.0,4.0
Love for Sale,95342,Love for Sale,2006,[18],pt,2.126,59,7.5,0,13896,90,12068.0,4.5
Lady Snowblood,2487,Lady Snowblood,1973,"[28, 80, 18]",ja,3.644,371,7.5,0,0,97,44545.0,4.5
The Battle of Algiers,17295,The Battle of Algiers,1966,"[18, 10752, 36]",it,3.74,793,7.9,800000,964028,121,3280.0,4.5
In This Corner of the World,378108,In This Corner of the World,2016,"[18, 16, 10749, 10752, 36]",ja,3.687,567,7.901,0,19496308,130,5751.0,1.0
Home Alone 2: Lost in New York,772,Home Alone 2: Lost in New York,1992,"[35, 10751, 12]",en,13.25,9858,6.8,18000000,358994850,120,25.0,2.0
A Taste of Honey,25062,A Taste of Honey,1961,[18],en,3.537,101,7.0,153814,0,100,1980.0,1.0
In the Heights,467909,In the Heights,2021,"[18, 10749]",en,3.994,727,7.15,55000000,43000000,143,1785.0,1.0
The Day I Met You,1176508,The Day I Met You,2023,"[10749, 35]",pt,0.325,5,7.1,0,0,69,37098.0,4.0
To Live,31439,To Live,1994,"[18, 10749, 10752]",zh,3.848,323,8.0,0,0,133,1078.0,3.0
Thief,11524,Thief,1981,"[80, 53, 18]",en,4.284,717,7.179,5500000,11494812,123,20042.0,4.5
The Big Boss,12481,The Big Boss,1971,[28],zh,6.053,755,7.1,100000,0,99,2521.0,3.0
The Killer,10835,The Killer,1989,"[28, 80, 18, 53]",cn,4.189,806,7.6,0,2350174,110,3618.0,5.0
Hard Boiled,11782,Hard Boiled,1992,"[28, 53, 80]",cn,4.12,813,7.51,4500000,0,126,6213.0,4.5
Candyman,9529,Candyman,1992,"[18, 27, 53]",en,6.074,1642,6.6,6000000,25792310,100,278.0,1.0
The Bridges of Madison County,688,The Bridges of Madison County,1995,"[18, 10749]",en,5.074,2194,7.717,24000000,182000000,135,56.0,5.0
Suicide Club,12720,Suicide Club,2001,"[18, 27, 53]",ja,3.605,500,6.519,250000,0,99,1195.0,2.0
Bone Tomahawk,294963,Bone Tomahawk,2015,"[37, 27, 18]",en,4.178,2274,6.866,1800000,475846,133,11049.0,2.0
The Housemaid,45202,The Housemaid,2010,"[53, 18]",ko,3.646,325,6.4,4000000,0,107,3657.0,3.0
Anora,1064213,Anora,2024,"[18, 35, 10749]",en,269.054,1556,7.081,6000000,40989193,139,88152.0,3.5
Shaolin Soccer,11770,Shaolin Soccer,2001,"[28, 35]",cn,12.359,2294,7.1,10000005,42776760,113,3477.0,4.0
Peppermint Candy,41245,Peppermint Candy,1999,[18],ko,3.849,257,7.502,0,0,131,12836.0,3.0
Bright,400106,Bright,2017,"[14, 28, 53]",en,4.262,5698,6.153,90000000,0,117,101831.0,1.0
Insomnia,320,Insomnia,2002,"[80, 53]",en,4.485,4815,6.9,46000000,113714830,118,1088.0,1.0
Her,152601,Her,2013,"[10749, 878, 18]",en,7.489,14433,7.8,23000000,47351251,126,13184.0,1.0
Over the Hedge,7518,Over the Hedge,2006,"[10751, 35, 16]",en,5.539,4519,6.564,80000000,343397247,84,521.0,1.0
Passengers,274870,Passengers,2016,"[18, 10749, 878]",en,5.299,13414,6.951,110000000,303144152,116,5.0,1.0
Aquaman,297802,Aquaman,2018,"[28, 12, 14]",en,6.276,14220,6.878,160000000,1152028393,143,174.0,1.0
Dead Ringers,9540,Dead Ringers,1988,"[53, 27]",en,3.95,904,7.1,13000000,8038508,115,47396.0,1.0
Past Lives,666277,Past Lives,2023,"[18, 10749]",en,5.504,1838,7.7,12000000,28126646,106,41077.0,1.0
White Dog,47955,White Dog,1982,"[18, 27, 53]",en,3.539,266,6.667,8000000,46509,90,4.0,1.0
Requiem for a Dream,641,Requiem for a Dream,2000,"[80, 18]",en,3.412,10139,8.015,4500000,7390108,102,2188.0,1.0
Slumdog Millionaire,12405,Slumdog Millionaire,2008,"[18, 10749]",en,5.557,10686,7.733,15000000,378400000,120,3573.0,1.0
Pearl,949423,Pearl,2022,[27],en,8.323,2112,7.239,1000000,10139416,102,41077.0,1.0
Lightyear,718789,Lightyear,2022,"[16, 878, 10751, 12]",en,4.352,3494,6.9,200000000,226425420,105,3.0,1.0
AVP: Alien vs. Predator,395,AVP: Alien vs. Predator,2004,"[12, 878, 28, 27]",en,5.366,4519,5.9,70000000,177427090,100,264.0,1.0
Soylent Green,12101,Soylent Green,1973,"[878, 53, 80, 9648]",en,4.489,1291,6.9,0,3600000,97,21.0,1.0
Snowpiercer,110415,Snowpiercer,2013,"[28, 878, 18]",ko,8.843,9680,6.902,39200000,86758912,127,7270.0,1.0
Charlie and the Chocolate Factory,118,Charlie and the Chocolate Factory,2005,"[12, 35, 10751, 14]",en,12.044,15351,7.044,150000000,475000000,115,174.0,1.0
Charade,4808,Charade,1963,"[35, 9648, 10749]",en,4.57,1404,7.7,4000000,13475000,113,11404.0,2.0
Don't Look Up,646380,Don't Look Up,2021,"[35, 878, 18]",en,6.266,8465,7.1,75000000,791863,138,125055.0,1.0
Women Talking,777245,Women Talking,2022,[18],en,3.681,607,6.9,20000000,7589419,104,81.0,1.0
Matilda,10830,Matilda,1996,"[35, 10751, 14]",en,6.864,4496,7.167,36000000,33500000,98,216.0,2.0
X,760104,X,2022,"[27, 9648, 53]",en,9.139,3426,6.7,1000000,15113105,106,41077.0,2.0
Raya and the Last Dragon,527774,Raya and the Last Dragon,2021,"[16, 10751, 14, 28, 12]",en,10.779,6872,7.841,100000000,130423032,107,2.0,1.0
2046,844,2046,2004,"[18, 878, 10749]",zh,4.12,928,7.216,12000000,20205757,128,3407.0,2.0
The Power of the Dog,600583,The Power of the Dog,2021,"[18, 37]",en,4.285,2711,6.772,0,0,127,159767.0,2.0
Get Rich or Die Tryin',10060,Get Rich or Die Tryin',2005,"[18, 80, 10402]",en,3.979,933,6.8,40000000,46442528,117,54336.0,2.0
Rosemary's Baby,805,Rosemary's Baby,1968,"[18, 27, 53]",en,6.568,4008,7.8,3200000,33395426,138,10324.0,1.0
The Devil's Backbone,1433,The Devil's Backbone,2001,"[14, 18, 27, 53]",es,3.791,1235,7.3,4500000,6582065,108,1102.0,2.0
Y Tu Mamá También,1391,Y Tu Mamá También,2001,"[18, 10749]",es,5.359,1552,7.41,5000000,33600000,106,1101.0,1.0
Stealing Raden Saleh,832544,Stealing Raden Saleh,2022,"[28, 80, 18]",id,1.149,30,7.6,1240864,18612962,154,51422.0,2.0
Spencer,716612,Spencer,2021,"[18, 36]",en,4.074,1670,6.8,18000000,14000000,117,7493.0,1.0
The Black Phone,756999,The Black Phone,2021,"[27, 53]",en,8.249,5051,7.6,16000000,161440742,103,3172.0,2.0
Logan,263115,Logan,2017,"[28, 18, 878]",en,11.23,19482,7.8,97000000,619021436,137,91797.0,2.0
Worth,649394,Worth,2020,"[36, 18]",en,3.597,338,6.7,0,106645,118,73492.0,1.0
Being the Ricardos,517088,Being the Ricardos,2021,"[18, 36]",en,3.58,640,6.518,0,0,132,20580.0,1.0
Jules and Jim,1628,Jules and Jim,1962,"[18, 10749]",fr,3.6,987,7.57,0,0,106,53.0,2.0
The Suicide Squad,436969,The Suicide Squad,2021,"[28, 35, 12]",en,13.399,8789,7.49,185000000,168717425,132,128064.0,2.0
8 Mile,65,8 Mile,2002,"[18, 10402]",en,5.362,7368,7.137,41000000,242875078,111,24.0,2.0
Marcel the Shell with Shoes On,869626,Marcel the Shell with Shoes On,2021,"[16, 35, 18, 10751]",en,4.155,589,7.7,6000000,6909209,90,12219.0,2.0
Sound of Metal,502033,Sound of Metal,2019,"[18, 10402]",en,4.131,2581,7.718,0,516520,120,178367.0,2.0
"Merry Christmas, Mr. Lawrence",11948,"Merry Christmas, Mr. Lawrence",1983,"[18, 36, 10752]",ja,3.975,472,7.3,0,2306560,124,11561.0,2.0
Daisies,46919,Daisies,1966,"[35, 18]",cs,3.55,379,7.3,0,0,76,1931.0,3.0
Dawn of the Dead,924,Dawn of the Dead,2004,"[28, 27, 878]",en,7.729,4099,7.1,26000000,102278712,101,572.0,2.0
Oasis,26955,Oasis,2002,"[18, 10749]",ko,3.828,252,7.768,0,0,132,6596.0,4.5
Bedevilled,59421,Bedevilled,2010,"[53, 80, 18, 27]",ko,4.262,421,7.19,700000,0,115,6897.0,2.0
Gosford Park,5279,Gosford Park,2001,"[18, 9648, 53]",en,3.997,1122,6.83,19800000,87754044,137,11487.0,2.0
Furie,622654,Get In,2019,[53],fr,3.558,136,5.886,0,0,97,17653.0,2.0
Furies,988667,Furies,2022,"[28, 18]",vi,2.073,57,6.6,0,0,109,97367.0,1.0
The Fast and the Furious,9799,The Fast and the Furious,2001,"[28, 80, 53]",en,1.316,10152,6.986,38000000,207283925,106,26281.0,1.0
